id,latitude,longitude,building_type,replacement_value,year_built,deductible,deductible_pct,occupancy
PROP_000280,37.830092320699926,-119.84987273484307,masonry,200827.05225636304,1981,2008.27,0.01,residential
PROP_000281,34.19563777905756,-120.49571618372185,wood,238975.11943527206,1992,2389.75,0.01,residential
PROP_000282,34.81674284318436,-120.3557257433732,wood,40309.04685348227,1942,403.09,0.01,residential
PROP_000283,35.065351919969785,-120.29174678967541,wood,341789.65577877266,1939,3417.9,0.01,residential
PROP_000284,35.12224409124495,-119.72718228999481,wood,234107.6357858794,1995,2341.08,0.01,residential
PROP_000285,36.570546932842475,-118.90504570383082,wood,66946.9271558424,1982,669.47,0.01,residential
PROP_000286,35.87318091566436,-118.88821706496046,wood,111611.58748387876,2000,1116.12,0.01,residential
PROP_000287,34.221643539674176,-120.40382245731415,wood,200982.62961586055,2009,2009.83,0.01,residential
PROP_000288,35.68126362306807,-120.57806511312624,wood,169731.5650076731,1999,1697.32,0.01,residential
PROP_000289,36.356888269229366,-120.23706979948129,wood,128831.81220916304,2013,1288.32,0.01,residential
PROP_000290,34.45752356306672,-119.90978415480022,wood,149822.92646943676,1950,1498.23,0.01,residential
PROP_000291,37.75056349204852,-120.20690984794071,masonry,133041.72734505808,1947,1330.42,0.01,residential
PROP_000292,34.23382839909297,-119.65549045251323,wood,183882.08884486597,1938,1838.82,0.01,residential
PROP_000293,38.16178841058128,-119.94768273453667,masonry,528180.6151776884,1928,5281.81,0.01,residential
PROP_000294,34.44600913710944,-120.60199646925659,wood,20882.635332088004,1990,208.83,0.01,residential
PROP_000295,37.79608728218989,-120.53195374386463,masonry,134661.53867340338,1986,1346.62,0.01,residential
PROP_000296,38.06193914767428,-120.43994019483276,masonry,187439.224734071,1996,1874.39,0.01,residential
PROP_000297,38.408068062639664,-121.23500864890171,rc,206239.870806492,1920,2062.4,0.01,residential
PROP_000298,37.60911646123117,-121.03502462924088,masonry,120869.69396836101,1959,1208.7,0.01,residential
PROP_000299,37.50764893347098,-119.47528135399293,masonry,39919.59455824091,1926,399.2,0.01,residential
PROP_000300,36.89117474197997,-120.41052920773818,wood,211588.02547269373,2008,2115.88,0.01,residential
PROP_000301,37.50548359560158,-120.8992908768316,masonry,648151.7767780779,1932,6481.52,0.01,residential
PROP_000302,34.60548493785916,-119.9245172503904,wood,47710.69550031083,1917,477.11,0.01,residential
PROP_000303,36.41230616176437,-119.38448928107441,wood,324831.6772387674,1968,3248.32,0.01,residential
PROP_000304,36.31400291585687,-120.77921738543296,wood,125138.92779873263,2006,1251.39,0.01,residential
PROP_000305,37.85907464855151,-119.18498833061352,masonry,154962.8242114125,2010,1549.63,0.01,residential
PROP_000306,36.08259714517082,-118.90298639304986,wood,70100.21860117336,1911,701.0,0.01,residential
PROP_000307,35.73290273245159,-119.82729531859324,wood,124546.58008143351,1939,1245.47,0.01,residential
PROP_000308,36.878034720566994,-119.62694655482358,wood,460485.05291069293,1918,4604.85,0.01,residential
PROP_000309,35.199084928753805,-121.35278722709545,wood,259399.38852376325,1937,2593.99,0.01,residential
PROP_000310,34.6289578492928,-118.85254430513866,wood,650729.4766259869,1964,6507.29,0.01,residential
PROP_000311,36.15044773310686,-120.40104274405816,wood,417453.9472421869,1933,4174.54,0.01,residential
PROP_000312,35.87600215867698,-118.9130788784728,wood,231253.39657152284,1908,2312.53,0.01,residential
PROP_000313,35.046564732379935,-119.87886293069933,wood,656808.3964626243,1961,6568.08,0.01,residential
PROP_000314,35.653803145518076,-121.48706736323868,wood,231236.09572921734,1906,2312.36,0.01,residential
PROP_000315,35.64876602421811,-121.39208240189438,wood,315650.39697490755,1927,3156.5,0.01,residential
PROP_000316,35.473730039856456,-119.59482734412423,wood,128379.14528814897,1900,1283.79,0.01,residential
PROP_000317,35.70758835877118,-119.92452956127059,wood,171654.09455386703,1910,1716.54,0.01,residential
PROP_000318,37.085845054551754,-121.42570917582299,wood,93158.80917700846,1952,931.59,0.01,residential
PROP_000319,35.335944135570784,-119.41831210857733,wood,359211.6857799212,2002,3592.12,0.01,residential
PROP_000320,38.26986067021903,-119.1139930562063,masonry,63408.74733603105,1993,634.09,0.01,residential
PROP_000321,38.1235660879218,-120.11003104916993,masonry,304333.76032094844,1911,3043.34,0.01,residential
PROP_000322,36.16409692735036,-120.19587916699969,wood,139731.6608296644,1904,1397.32,0.01,residential
PROP_000323,35.4776254225211,-121.48467529526305,wood,415400.2011989171,1940,4154.0,0.01,residential
PROP_000324,36.409456554235014,-119.29738080501792,wood,296764.8018179036,1978,2967.65,0.01,residential
PROP_000325,37.81852219948131,-120.5739950131109,masonry,698378.7987205717,1990,6983.79,0.01,residential
PROP_000326,36.93664303252046,-119.0394618646089,wood,292032.31791317073,1999,2920.32,0.01,residential
PROP_000327,37.61976322576185,-120.45543035483745,masonry,46275.493203230675,1941,462.75,0.01,residential
PROP_000328,36.39725024229583,-119.91778185023402,wood,154266.5858383424,1920,1542.67,0.01,residential
PROP_000329,36.84812933170429,-120.74304299304188,wood,63728.95213547017,1903,637.29,0.01,residential
PROP_000330,35.29670026382108,-121.05035272476223,wood,107513.97586079927,1917,1075.14,0.01,residential
PROP_000331,37.30701923039631,-119.33025787053228,wood,545240.7649376871,1907,5452.41,0.01,residential
PROP_000332,34.910820669065735,-120.10954665923042,wood,271041.4523100235,2004,2710.41,0.01,residential
PROP_000333,37.12659157968324,-119.9978338134937,wood,93046.59397328681,1932,930.47,0.01,residential
PROP_000334,37.87323580746652,-118.79683533025114,masonry,72332.30353050504,1999,723.32,0.01,residential
PROP_000335,34.594462767856946,-118.80197624577798,wood,167079.608313127,1966,1670.8,0.01,residential
PROP_000336,36.764708832438636,-119.10420205923327,wood,61497.50479269981,1965,614.98,0.01,residential
PROP_000337,34.4279308670347,-120.97469398025791,wood,95138.38340403208,1955,951.38,0.01,residential
PROP_000338,37.26572032722142,-119.83603645595558,wood,208899.29594475153,1999,2088.99,0.01,residential
PROP_000339,34.38021948470584,-119.0411872109645,wood,410138.2712945485,1905,4101.38,0.01,residential
PROP_000340,38.21172920215282,-120.45150097794297,masonry,264873.90930234164,1911,2648.74,0.01,residential
PROP_000341,34.61833568517011,-121.21690273538036,wood,26029.047192748418,1951,260.29,0.01,residential
PROP_000342,38.314961106590864,-119.22930387372823,rc,207625.9418532116,1947,2076.26,0.01,residential
PROP_000343,37.60397879238293,-120.15106205618592,masonry,172409.34801836376,1966,1724.09,0.01,residential
PROP_000344,36.671569020098595,-119.9197004949943,wood,226638.66142136994,1989,2266.39,0.01,residential
PROP_000345,37.52180847083296,-118.74999597031004,masonry,593010.7140300605,1971,5930.11,0.01,residential
PROP_000346,37.57801677542388,-119.7998079946166,masonry,31238.587190532406,1931,312.39,0.01,residential
PROP_000347,38.257121782677984,-120.31005772013492,masonry,101429.29764807131,1939,1014.29,0.01,residential
PROP_000348,35.140225092276346,-120.46404377002784,wood,261117.31243017406,1991,2611.17,0.01,residential
PROP_000349,36.65534152911239,-120.33066598056867,wood,45923.14330601837,1924,459.23,0.01,residential
PROP_000350,34.4277213890398,-121.16848256709973,wood,530067.2893158833,1961,5300.67,0.01,residential
PROP_000351,36.77274565010855,-119.2746984364308,wood,218531.46553185073,1965,2185.31,0.01,residential
PROP_000352,34.77081086841755,-119.15439279707628,wood,320381.31946187577,1990,3203.81,0.01,residential
PROP_000353,36.54227775162599,-120.70368802319446,wood,103078.39258468944,1986,1030.78,0.01,residential
PROP_000354,36.57593731315232,-120.64936946845216,wood,312078.78532222577,1956,3120.79,0.01,residential
PROP_000355,36.09693318841552,-119.05186408226253,wood,382612.2085027838,1937,3826.12,0.01,residential
PROP_000356,36.35184298980905,-121.43288300452173,wood,196084.7840001093,1944,1960.85,0.01,residential
PROP_000357,37.43765525502965,-120.04271915745177,masonry,196323.81928848592,1949,1963.24,0.01,residential
PROP_000358,37.5966012243043,-120.2017079988918,masonry,202050.83263335112,1926,2020.51,0.01,residential
PROP_000359,36.21468947008943,-119.56764504518031,wood,81578.72534994602,1975,815.79,0.01,residential
PROP_000360,36.69817048685176,-121.04250323958152,wood,144636.2220788228,1925,1446.36,0.01,residential
PROP_000361,38.190563060605456,-119.62867392577357,masonry,144059.54125531134,1978,1440.6,0.01,residential
PROP_000362,34.538801148255054,-120.44514477795035,wood,221176.23175602534,1990,2211.76,0.01,residential
PROP_000363,34.5269660465505,-119.767598621125,wood,362166.524522697,2016,3621.67,0.01,residential
PROP_000364,34.39469055359846,-121.38773397235623,wood,69784.77448835928,1914,697.85,0.01,residential
PROP_000365,36.960384782682375,-120.20716384788338,wood,147265.56135264423,1991,1472.66,0.01,residential
PROP_000366,35.88373735355671,-120.03769749684936,wood,532407.4923177814,1910,5324.07,0.01,residential
PROP_000367,37.484446372638295,-120.89988607200604,masonry,89781.06880260906,1940,897.81,0.01,residential
PROP_000368,37.02054135988867,-121.10905376829847,wood,84305.297762048,1921,843.05,0.01,residential
PROP_000369,35.501369912477074,-120.97227195156556,wood,191347.21829085477,1919,1913.47,0.01,residential
PROP_000370,38.042649463126914,-120.53640498142262,masonry,319818.2524682601,1921,3198.18,0.01,residential
PROP_000371,37.43139466181793,-121.22893158194609,masonry,164249.32790707445,1905,1642.49,0.01,residential
PROP_000372,35.21740723409579,-118.84750457195712,wood,471261.52437362797,1999,4712.62,0.01,residential
PROP_000373,35.63886407997424,-120.36601662781172,wood,323008.9097059234,1907,3230.09,0.01,residential
PROP_000374,35.414979910919186,-119.2348851129811,wood,319162.62672628,1948,3191.63,0.01,residential
PROP_000375,34.7092524188125,-118.77163205529523,wood,253544.13795021162,1984,2535.44,0.01,residential
PROP_000376,34.66502517643986,-121.27394121599234,wood,1047715.3352298804,2019,10477.15,0.01,residential
PROP_000377,38.212573585190846,-119.67532548978203,masonry,138118.96374522222,2003,1381.19,0.01,residential
PROP_000378,35.97056816739439,-119.0600545571246,wood,32767.163048715996,1916,327.67,0.01,residential
PROP_000379,35.72493920249835,-119.72414358489316,wood,587366.0442492244,2019,5873.66,0.01,residential
PROP_000380,37.2835856890482,-120.29872686019925,wood,112852.89723398273,1979,1128.53,0.01,residential
PROP_000381,36.48846879363805,-120.29298619861378,wood,177425.1937626204,1921,1774.25,0.01,residential
PROP_000382,38.21262994077308,-121.3994831191794,masonry,464000.332539653,1954,4640.0,0.01,residential
PROP_000383,37.51135672259227,-120.00311789639004,masonry,45170.17790258548,2011,451.7,0.01,residential
PROP_000384,36.157163038560434,-118.71807960899683,wood,59795.29325406593,1947,597.95,0.01,residential
PROP_000385,35.69361763066372,-118.81561892727859,wood,45205.66321345262,1922,452.06,0.01,residential
PROP_000386,38.43984195215945,-121.38688215924195,rc,86222.89011512086,2005,862.23,0.01,residential
PROP_000387,37.229921062016395,-119.52376838983743,wood,231355.15695966448,2015,2313.55,0.01,residential
PROP_000388,38.28037597001729,-120.6550583732486,rc,247545.64649046503,2018,2475.46,0.01,residential
PROP_000389,34.533153597476684,-118.97163037046282,wood,203011.79168655965,2015,2030.12,0.01,residential
PROP_000390,37.827401556358524,-121.37367871201403,masonry,52564.02833844685,2005,525.64,0.01,residential
PROP_000391,36.866832477960436,-118.87955251436898,wood,25640.21382975552,1954,256.4,0.01,residential
PROP_000392,34.54864755250801,-119.15506791739423,wood,169987.95631422318,1923,1699.88,0.01,residential
PROP_000393,36.64716099986149,-121.17098772969271,wood,111589.15793494768,1974,1115.89,0.01,residential
PROP_000394,37.08743364297452,-121.33249185551156,wood,235039.44200761346,1926,2350.39,0.01,residential
PROP_000395,34.05536208649871,-119.16281853988458,wood,285376.00370699645,1957,2853.76,0.01,residential
PROP_000396,36.04443082828786,-121.06387852127118,wood,181787.3989554421,1979,1817.87,0.01,residential
PROP_000397,37.71429780038345,-120.00228517166757,masonry,298972.3784383458,2014,2989.72,0.01,residential
PROP_000398,35.329115614048405,-118.93591439793961,wood,195510.4479720911,1934,1955.1,0.01,residential
PROP_000399,36.06346636809348,-119.9111452820619,wood,248712.22009753578,1930,2487.12,0.01,residential
PROP_000400,35.99041357180552,-120.3877467558761,wood,92620.09351562258,1988,926.2,0.01,residential
PROP_000401,35.35867326149121,-120.25395504640882,wood,140971.19658238397,1900,1409.71,0.01,residential
PROP_000402,38.13298852982,-121.32327192202916,masonry,190502.5534365689,1968,1905.03,0.01,residential
PROP_000403,37.51582315944182,-118.78749350018752,masonry,313772.2804627647,1990,3137.72,0.01,residential
PROP_000404,34.4976478494825,-120.63016828177297,wood,118777.47484130695,1966,1187.77,0.01,residential
PROP_000405,38.486655960269076,-120.96978222331602,rc,246948.18211313945,1946,2469.48,0.01,residential
PROP_000406,37.95640010938485,-120.69906755484689,masonry,131574.56004626586,2000,1315.75,0.01,residential
PROP_000407,35.277587970388176,-118.79975505430386,wood,148147.88341618612,1944,1481.48,0.01,residential
PROP_000408,37.76603460847422,-121.23599905023359,masonry,316037.2083622992,1985,3160.37,0.01,residential
PROP_000409,34.47888789342122,-119.07155148659669,wood,33042.55989040212,1956,330.43,0.01,residential
PROP_000410,38.495971287134076,-119.51803709567595,rc,57689.01987191328,1903,576.89,0.01,residential
PROP_000411,36.995581312479416,-119.17594629835472,wood,49724.43206038294,1964,497.24,0.01,residential
PROP_000412,36.925562570014584,-118.76748688696989,wood,25162.425372496553,1905,251.62,0.01,residential
PROP_000413,34.4069832714286,-119.14196696455276,wood,94597.70057022155,2012,945.98,0.01,residential
PROP_000414,38.03665029503481,-118.85852941642202,masonry,296424.2901981213,1972,2964.24,0.01,residential
PROP_000415,34.13049776442011,-121.14458128098542,wood,129585.0559072373,1945,1295.85,0.01,residential
PROP_000416,35.08372626118516,-119.27179201753249,wood,190657.14956010526,1958,1906.57,0.01,residential
PROP_000417,34.64359843824986,-119.97210805657306,wood,389015.3170863231,1974,3890.15,0.01,residential
PROP_000418,37.49545573311498,-119.9782123337764,masonry,470781.28675264184,1931,4707.81,0.01,residential
PROP_000419,34.89191902245804,-118.98301958630256,wood,153997.19273237872,1934,1539.97,0.01,residential
PROP_000420,38.097872022088985,-118.7789493077892,masonry,480637.54082983476,1950,4806.38,0.01,residential
PROP_000421,36.953210676973704,-119.5264526954791,wood,175203.1307228246,1931,1752.03,0.01,residential
PROP_000422,34.162732197226134,-120.14777250947901,wood,83289.8041028704,1991,832.9,0.01,residential
PROP_000423,34.02443425357915,-120.22206919787483,wood,101162.12614830425,1912,1011.62,0.01,residential
PROP_000424,34.232460626564794,-120.4182439197751,wood,49790.06723206786,2000,497.9,0.01,residential
PROP_000425,36.726663299414774,-120.48752271719654,wood,79976.88360900534,1942,799.77,0.01,residential
PROP_000426,37.60666814886737,-120.4037808432836,masonry,122221.05978540397,1967,1222.21,0.01,residential
PROP_000427,35.07348769282325,-121.24869094129666,wood,309547.86614161066,1919,3095.48,0.01,residential
PROP_000428,37.82233979315383,-121.28317896127078,masonry,644748.672583101,1946,6447.49,0.01,residential
PROP_000429,34.25754373068967,-119.31636443715753,wood,53866.00148732412,1991,538.66,0.01,residential
PROP_000430,37.60433734138754,-120.25099589982337,masonry,222851.73739734874,1932,2228.52,0.01,residential
PROP_000431,38.17507943577526,-118.89408343207506,masonry,70796.50037114082,1916,707.97,0.01,residential
PROP_000432,37.474487795969715,-119.78578117593693,masonry,237936.1574761134,1963,2379.36,0.01,residential
PROP_000433,37.14154352790387,-121.40150724988362,wood,146551.27987228363,1919,1465.51,0.01,residential
PROP_000434,37.77091098394922,-121.05893464431105,masonry,37619.40698056086,1938,376.19,0.01,residential
PROP_000435,34.180680847961796,-120.92370457956358,wood,342024.48028194025,1954,3420.24,0.01,residential
PROP_000436,34.90801949823575,-118.76793913170896,wood,100307.86942573666,1968,1003.08,0.01,residential
PROP_000437,34.562156556875394,-120.88762816677543,wood,106178.80687940323,1977,1061.79,0.01,residential
PROP_000438,36.27038945586844,-120.05588410639346,wood,69161.39228580192,1981,691.61,0.01,residential
PROP_000439,37.3533465774798,-118.87870459140746,wood,96430.0716615497,2002,964.3,0.01,residential
PROP_000440,36.83505330059379,-118.7638603562398,wood,229191.31090236077,1907,2291.91,0.01,residential
PROP_000441,37.83008994892871,-120.83819078092607,masonry,139888.99961946707,1943,1398.89,0.01,residential
PROP_000442,34.698458465984906,-121.3624705974999,wood,211700.87743544934,1900,2117.01,0.01,residential
PROP_000443,37.305794913708226,-121.06991486889427,wood,217409.3982907505,1901,2174.09,0.01,residential
PROP_000444,34.86868670891007,-121.32268025963283,wood,468143.1126538452,1925,4681.43,0.01,residential
PROP_000445,35.2184143809301,-120.95365212494146,wood,123719.36315411316,1972,1237.19,0.01,residential
PROP_000446,37.19457113776587,-119.90800479882954,wood,49936.81306521304,2008,499.37,0.01,residential
PROP_000447,38.41092153204407,-118.94514337037221,rc,382230.05068907153,1993,3822.3,0.01,residential
PROP_000448,36.75194622689681,-119.99578712565585,wood,124842.65486786416,1978,1248.43,0.01,residential
PROP_000449,34.24525141746083,-119.74722924124258,wood,396993.01127056655,1994,3969.93,0.01,residential
PROP_000450,36.7733903646739,-120.93477169549328,wood,221173.26780717724,1920,2211.73,0.01,residential
PROP_000451,34.190577482110754,-119.25836586211322,wood,146545.31482717738,2001,1465.45,0.01,residential
PROP_000452,37.97865570115068,-119.77019105618437,masonry,215134.9350726102,2007,2151.35,0.01,residential
PROP_000453,37.19310228295279,-119.08041687826038,wood,775148.6125653195,1911,7751.49,0.01,residential
PROP_000454,34.77907530890126,-118.8432393003838,wood,857335.3459869655,1956,8573.35,0.01,residential
PROP_000455,34.41274452620889,-120.52587782788154,wood,172043.89179673727,2000,1720.44,0.01,residential
PROP_000456,34.82589952996143,-121.24637863610077,wood,185007.65371806006,1957,1850.08,0.01,residential
PROP_000457,38.410122307993866,-120.86739891783301,rc,384997.50239882857,2001,3849.98,0.01,residential
PROP_000458,36.0635228910632,-120.27404361610766,wood,82741.05359889753,2013,827.41,0.01,residential
PROP_000459,37.52836426753633,-118.85205777489148,masonry,212448.80020298535,1957,2124.49,0.01,residential
PROP_000460,36.863837539485,-120.44073249735443,wood,159421.9471127708,1907,1594.22,0.01,residential
PROP_000461,36.57585917481387,-119.34183500173697,wood,209216.85341099394,1941,2092.17,0.01,residential
PROP_000462,34.653086145992724,-119.98666526192189,wood,83558.72484819667,1926,835.59,0.01,residential
PROP_000463,38.25711004101143,-120.98813544279326,masonry,45631.15588785377,1957,456.31,0.01,residential
PROP_000464,35.35604184631623,-120.60194446693033,wood,30995.99405878419,1970,309.96,0.01,residential
PROP_000465,36.60107747113394,-119.67106272193611,wood,66575.55250330307,1956,665.76,0.01,residential
PROP_000466,37.1489917506508,-119.6160104948823,wood,112764.82925568787,1923,1127.65,0.01,residential
PROP_000467,36.92154919860389,-120.28267270893467,wood,128726.6870508668,1936,1287.27,0.01,residential
PROP_000468,38.23267484362983,-120.85979231254608,masonry,766649.445772875,1982,7666.49,0.01,residential
PROP_000469,34.66797545464026,-119.4786610173645,wood,394271.3654202961,1903,3942.71,0.01,residential
PROP_000470,36.28758732301124,-121.02715548348439,wood,75382.24938071867,1925,753.82,0.01,residential
PROP_000471,35.81815475833345,-118.87732486277764,wood,214951.2983097317,2007,2149.51,0.01,residential
PROP_000472,36.13375928267178,-120.97386997869786,wood,117516.89752141206,1911,1175.17,0.01,residential
PROP_000473,34.53647886788985,-121.19952538406895,wood,129638.99818645553,1950,1296.39,0.01,residential
PROP_000474,34.60342574442745,-120.10658643337695,wood,188765.4502767829,1925,1887.65,0.01,residential
PROP_000475,35.251339956015656,-120.04526112529285,wood,267088.914106277,1912,2670.89,0.01,residential
PROP_000476,35.37117071692374,-120.07705983862091,wood,124069.00886528874,1951,1240.69,0.01,residential
PROP_000477,35.925564461566076,-120.27733102985125,wood,381200.6767927263,1963,3812.01,0.01,residential
PROP_000478,36.749443961664824,-118.7145183000771,wood,65280.55027669041,1921,652.81,0.01,residential
PROP_000479,36.855831028382184,-120.13841428452237,wood,163582.25800861127,1909,1635.82,0.01,residential
PROP_000480,35.85314903463507,-120.16174957392847,wood,1300343.4518592975,1916,13003.43,0.01,residential
PROP_000481,35.839523992429136,-120.31905502439923,wood,194553.7579033004,1978,1945.54,0.01,residential
PROP_000482,34.97932837013633,-121.31288788683591,wood,512251.81295010576,2004,5122.52,0.01,residential
PROP_000483,36.64737811784054,-119.83972143278108,wood,175118.14554887882,1921,1751.18,0.01,residential
PROP_000484,35.426684100927574,-120.8616902377751,wood,259009.92910609784,1938,2590.1,0.01,residential
PROP_000485,34.16226925424814,-119.71469485535866,wood,155526.8157809357,1941,1555.27,0.01,residential
PROP_000486,35.88280019870587,-121.35766630654426,wood,142013.0075806321,1943,1420.13,0.01,residential
PROP_000487,36.133597037905766,-118.75211611649159,wood,87239.63902815641,1929,872.4,0.01,residential
PROP_000488,35.01516790691895,-120.18678577876452,wood,229633.78668804732,1906,2296.34,0.01,residential
PROP_000489,36.57606069904952,-118.98908495954605,wood,82353.00690420045,1963,823.53,0.01,residential
PROP_000490,36.545973551943646,-120.16842871494778,wood,277192.6938673773,1943,2771.93,0.01,residential
PROP_000491,37.15900981499667,-121.33107370799218,wood,387794.02085496404,1941,3877.94,0.01,residential
PROP_000492,36.91576816990545,-119.19780207093734,wood,218212.6065219305,1932,2182.13,0.01,residential
PROP_000493,36.93594875434464,-119.68508555693202,wood,129443.66072668729,2012,1294.44,0.01,residential
PROP_000494,35.422963683208195,-119.31108026679296,wood,234022.48125092548,1973,2340.22,0.01,residential
PROP_000495,37.54344499893679,-120.30112438217516,masonry,127142.21671443801,1950,1271.42,0.01,residential
PROP_000496,36.471149726198554,-119.7137771161094,wood,344014.02310752176,1924,3440.14,0.01,residential
PROP_000497,35.94138187830951,-119.1025587893695,wood,37604.354454321925,1996,376.04,0.01,residential
PROP_000498,36.81705616423476,-119.73301675995872,wood,124431.930886798,2007,1244.32,0.01,residential
PROP_000499,35.62295800502614,-120.52651382245948,wood,33102.0470512267,1903,331.02,0.01,residential
PROP_000500,36.30732660073041,-119.64491713577465,wood,49214.88197051017,2012,492.15,0.01,residential
PROP_000501,37.31517559816999,-119.61880827188061,wood,484605.1835451126,1984,4846.05,0.01,residential
PROP_000502,37.98881299025668,-118.81035650498146,masonry,333083.3325578782,1912,3330.83,0.01,residential
PROP_000503,38.14475738782836,-120.46144549968332,masonry,91529.42766409006,1991,915.29,0.01,residential
PROP_000504,36.26634816332395,-120.30977105096044,wood,48922.7222470527,1912,489.23,0.01,residential
PROP_000505,36.34123801633256,-119.22605570867624,wood,15189.762037402861,1906,151.9,0.01,residential
PROP_000506,37.599416848437265,-120.08386551872033,masonry,105366.8757268049,1913,1053.67,0.01,residential
PROP_000507,35.41502811284891,-119.43759533927594,wood,1128423.416447641,1955,11284.23,0.01,residential
PROP_000508,37.76822063055281,-120.21281349952994,masonry,230477.24518409834,1974,2304.77,0.01,residential
PROP_000509,36.223637409328404,-120.89661360292443,wood,104020.38527345799,1949,1040.2,0.01,residential
PROP_000510,34.52135525950871,-119.41342924021318,wood,236112.61858993408,1914,2361.13,0.01,residential
PROP_000511,34.32426616182825,-121.13276552628281,wood,46687.57356691834,1924,466.88,0.01,residential
PROP_000512,37.78896944967758,-120.94396574211234,masonry,128301.8936242307,2003,1283.02,0.01,residential
PROP_000513,34.25005562608095,-119.74489004820421,wood,176236.47469532376,2016,1762.36,0.01,residential
PROP_000514,35.26275146260145,-119.40764455946221,wood,151921.53942181802,1991,1519.22,0.01,residential
PROP_000515,35.503585182256955,-118.99487391677012,wood,306399.44250677666,1912,3063.99,0.01,residential
PROP_000516,34.778475003362175,-120.7367578072355,wood,214425.18764987963,1999,2144.25,0.01,residential
PROP_000517,35.412520164108955,-121.18997207591845,wood,277801.1404224607,1983,2778.01,0.01,residential
PROP_000518,37.34211655026289,-118.82306935333663,wood,93835.84212504973,1963,938.36,0.01,residential
PROP_000519,34.06607279602032,-121.067615353538,wood,333784.99152731645,1917,3337.85,0.01,residential
PROP_000520,37.72228041034309,-120.94653244968701,masonry,599079.4811926679,2020,5990.79,0.01,residential
PROP_000521,37.85446610608551,-120.6842775300363,masonry,74897.8440175699,1953,748.98,0.01,residential
PROP_000522,35.675177079361966,-120.0177042087264,wood,80004.92509338386,1905,800.05,0.01,residential
PROP_000523,34.691258045772855,-119.02808841510458,wood,473841.1742268893,1925,4738.41,0.01,residential
PROP_000524,36.703781835752864,-119.37047113635637,wood,139654.22297799287,1948,1396.54,0.01,residential
PROP_000525,34.53852650139203,-119.51715884924063,wood,500346.9884697821,1907,5003.47,0.01,residential
PROP_000526,35.642137124852134,-121.00949441000319,wood,114230.25036482036,1939,1142.3,0.01,residential
PROP_000527,38.312931314054374,-120.49848863172727,rc,521276.7975891019,1956,5212.77,0.01,residential
PROP_000528,38.47959012662637,-120.16046620695731,rc,180807.58047086027,2014,1808.08,0.01,residential
PROP_000529,37.474472011095635,-121.08720733024036,masonry,200102.10868218556,1910,2001.02,0.01,residential
PROP_000530,35.39932679464345,-120.73439683404531,wood,569078.9281791316,1969,5690.79,0.01,residential
PROP_000531,37.09449272124742,-120.63666702893204,wood,121854.57664903774,2010,1218.55,0.01,residential
PROP_000532,37.174328644678056,-121.14362664467869,wood,76657.46906017246,1997,766.57,0.01,residential
PROP_000533,35.745287628236426,-119.95932886265688,wood,113680.66739522312,2011,1136.81,0.01,residential
PROP_000534,36.883998855637714,-119.52592104973226,wood,233717.2102987683,1920,2337.17,0.01,residential
PROP_000535,34.04827440239054,-121.3041914318648,wood,46508.61030370373,1996,465.09,0.01,residential
PROP_000536,34.94075946371009,-120.15285531506318,wood,271027.8120592486,2018,2710.28,0.01,residential
PROP_000537,36.36289736335267,-119.30980865325017,wood,105765.84771881519,1939,1057.66,0.01,residential
PROP_000538,34.736880869162334,-119.40562763893315,wood,407685.01313356624,1960,4076.85,0.01,residential
PROP_000539,34.746580905444404,-119.21779533058749,wood,23970.801298162147,1964,239.71,0.01,residential
PROP_000540,37.76336930747607,-120.2449262271223,masonry,86746.67598651578,1959,867.47,0.01,residential
PROP_000541,38.45109851207623,-119.20244016860839,rc,42227.43802942489,1935,422.27,0.01,residential
PROP_000542,36.50186242612802,-120.82589140060004,wood,84037.3336169695,2017,840.37,0.01,residential
PROP_000543,37.77581378896771,-120.48973042803095,masonry,198418.3026597323,2015,1984.18,0.01,residential
PROP_000544,38.456447489468225,-121.00620438603016,rc,141014.5985251462,1946,1410.15,0.01,residential
PROP_000545,34.637181498559485,-120.1910432896,wood,132892.78374456207,1997,1328.93,0.01,residential
PROP_000546,36.01710525964458,-120.40223193723676,wood,143293.7650207652,1948,1432.94,0.01,residential
PROP_000547,35.76657722128864,-120.82540407403992,wood,191512.92762336598,1996,1915.13,0.01,residential
PROP_000548,34.36022177640783,-119.39501401415382,wood,72632.74748836952,1970,726.33,0.01,residential
PROP_000549,37.39898577757635,-120.62122903808739,masonry,286495.95968582056,1956,2864.96,0.01,residential
PROP_000550,35.95200562295167,-120.73614787559166,wood,276546.0898555453,1915,2765.46,0.01,residential
PROP_000551,36.111971203856804,-121.13350707361862,wood,221467.32709713353,1979,2214.67,0.01,residential
PROP_000552,34.67802838215958,-120.27129923495454,wood,254034.85327390846,1938,2540.35,0.01,residential
PROP_000553,34.814169935038905,-120.65169903925556,wood,206309.84107223433,1926,2063.1,0.01,residential
PROP_000554,38.08196629970297,-120.46603604424529,masonry,829068.9823577973,1923,8290.69,0.01,residential
PROP_000555,34.200920900384254,-120.83920766466245,wood,151800.83781904654,2018,1518.01,0.01,residential
PROP_000556,35.04783528224668,-119.36316462850428,wood,127304.02793588808,1912,1273.04,0.01,residential
PROP_000557,35.314266986415376,-118.89599062740679,wood,89070.00706219867,1996,890.7,0.01,residential
PROP_000558,36.20588894080714,-120.10579081219112,wood,71267.08533339099,2004,712.67,0.01,residential
