exposure_id,max_pga_g,latitude,longitude,building_type,replacement_value,year_built,deductible,deductible_pct,occupancy
PROP_000236,0.006990210789157031,37.619624120258365,-121.22236048232332,masonry,96440.62837139642,1995,964.41,0.01,residential
PROP_000237,0.0030390286558732685,36.10321720699881,-120.92044155300565,wood,29207.148683138985,1930,292.07,0.01,residential
PROP_000238,0.0033361220385443716,37.53143552163484,-120.31634470403824,masonry,142895.27003771212,1932,1428.95,0.01,residential
PROP_000239,0.009958213000876015,34.080265527896444,-121.00681276231538,wood,69568.59133270239,1957,695.69,0.01,residential
PROP_000240,0.019675858448167067,34.49114798544581,-121.12286233021464,wood,106558.39866382866,2007,1065.58,0.01,residential
PROP_000241,0.004717025427351252,37.73242876697231,-119.09121071858696,masonry,80701.41413526676,1927,807.01,0.01,residential
PROP_000242,0.003325504804856198,37.58567689746323,-120.60288782992754,masonry,150932.79592030172,1980,1509.33,0.01,residential
PROP_000243,0.004000422900771514,35.04688333884895,-120.48987567774888,wood,39887.46076381019,1954,398.87,0.01,residential
PROP_000244,0.0017948399542108387,36.38846315769574,-121.34524285339656,wood,50330.362574438645,1913,503.3,0.01,residential
PROP_000245,0.0056375843161560356,36.72707119315005,-120.49936505419424,wood,893943.3539021827,1986,8939.43,0.01,residential
PROP_000246,0.002863064588544036,37.90482529199205,-120.75853990349958,masonry,58108.19222088468,2000,581.08,0.01,residential
PROP_000247,0.00486240580510536,36.71398220802426,-119.790641811443,wood,67681.72876935333,1969,676.82,0.01,residential
PROP_000248,0.0030515420556288535,35.85657206173156,-120.92490716651726,wood,707526.8247749623,1921,7075.27,0.01,residential
PROP_000249,0.006694329556949904,35.683828195332325,-119.01257673142403,wood,1662866.9274367946,1918,16628.67,0.01,residential
PROP_000250,0.004322936307514686,35.916469388680795,-118.89693346142523,wood,63751.4174280971,1951,637.51,0.01,residential
PROP_000251,0.00226877206806058,36.93368961510989,-121.220473039905,wood,121224.664521917,1961,1212.25,0.01,residential
PROP_000252,0.0034461307778906663,37.90370784288546,-121.19927172239198,masonry,213895.8387618377,1966,2138.96,0.01,residential
PROP_000253,0.00272613259318833,36.04253596934335,-121.17708597328924,wood,648850.8249218747,1929,6488.51,0.01,residential
PROP_000254,0.00691621190176744,35.115278033281115,-119.76520608233112,wood,73903.41649970283,1960,739.03,0.01,residential
PROP_000255,0.0058192330902793014,35.064980633489114,-121.15848690021306,wood,133756.69549035968,1935,1337.57,0.01,residential
PROP_000256,0.0050940634161083884,37.35706426109551,-119.11332950979524,wood,303115.76094400504,1983,3031.16,0.01,residential
PROP_000257,0.004094097458576342,37.6745594354076,-119.3880397581739,masonry,230455.45283981928,1996,2304.55,0.01,residential
PROP_000258,0.010736818978279323,34.47375135934356,-119.20453519693352,wood,120460.25494400728,1978,1204.6,0.01,residential
PROP_000259,0.003428461917174361,34.2995148562983,-120.02703052471914,wood,146230.82251407424,1900,1462.31,0.01,residential
PROP_000260,0.004989878658652486,36.67495148690404,-118.70930380774638,wood,54180.87976382843,2020,541.81,0.01,residential
PROP_000261,0.015107191436154611,34.657779598867144,-121.37630971175636,wood,134519.0367011637,1902,1345.19,0.01,residential
PROP_000262,0.0022048616187572614,37.710988857053536,-120.37645810027888,masonry,131516.81695239482,2020,1315.17,0.01,residential
PROP_000263,0.003636796264573555,35.39650603265834,-120.59297732697462,wood,195973.7325640226,1903,1959.74,0.01,residential
PROP_000264,0.009073279995509092,34.64742369837014,-118.8437926036046,wood,104374.24461910994,1962,1043.74,0.01,residential
PROP_000265,0.004831417743231896,38.14436712619353,-119.88478931620674,masonry,237335.6868159345,1912,2373.36,0.01,residential
PROP_000266,0.01197716615573259,34.74489275230875,-119.24266529675477,wood,365920.9678594075,1911,3659.21,0.01,residential
PROP_000267,0.004132025311505793,35.28124037052071,-121.02304465775616,wood,184304.29764539204,1982,1843.04,0.01,residential
PROP_000268,0.00700692695943441,34.69126027836426,-118.75982439707876,wood,215648.51733444055,1988,2156.49,0.01,residential
PROP_000269,0.0036797303773921874,34.519705286494094,-120.10380926874632,wood,169825.0855922955,1914,1698.25,0.01,residential
PROP_000270,0.0035574602832475553,34.09516607351398,-120.1177181864422,wood,162765.78009393942,2018,1627.66,0.01,residential
PROP_000271,0.0043535078284190395,34.24927934123917,-118.78152276007194,wood,91377.41014916904,1938,913.77,0.01,residential
PROP_000272,0.004657063666824526,34.78588661921134,-120.433949388592,wood,209650.13768553123,1938,2096.5,0.01,residential
PROP_000273,0.00492195783443548,34.24021869682229,-120.38692993124602,wood,150568.09529433807,1935,1505.68,0.01,residential
PROP_000274,0.004385280855991662,36.66014717249937,-119.86269243214618,wood,868510.2331451902,1955,8685.1,0.01,residential
PROP_000275,0.003042596535190337,37.06321537059778,-121.1414526904662,wood,573024.5972882716,1921,5730.25,0.01,residential
PROP_000276,0.004854065423104977,35.77133705574413,-120.6009602460468,wood,221610.63887026405,1951,2216.11,0.01,residential
PROP_000277,0.003423578134068934,35.430959936284225,-120.95901669715364,wood,88393.5455875128,1925,883.94,0.01,residential
PROP_000278,0.0021143362572066497,36.27036806660004,-121.21080625850026,wood,66840.92505221222,1906,668.41,0.01,residential
PROP_000279,0.004098359904578916,37.93752224005574,-119.07479510227314,masonry,422064.8956985018,1944,4220.65,0.01,residential
PROP_000280,0.0025638687834343265,37.830092320699926,-119.84987273484307,masonry,200827.05225636304,1981,2008.27,0.01,residential
PROP_000281,0.005526748439257304,34.19563777905756,-120.49571618372184,wood,238975.1194352721,1992,2389.75,0.01,residential
PROP_000282,0.0042307206536010495,34.81674284318436,-120.3557257433732,wood,40309.04685348227,1942,403.09,0.01,residential
PROP_000283,0.004369741757523408,35.065351919969785,-120.2917467896754,wood,341789.65577877266,1939,3417.9,0.01,residential
PROP_000284,0.006314889238024719,35.12224409124495,-119.7271822899948,wood,234107.6357858794,1995,2341.08,0.01,residential
PROP_000285,0.005393781424994893,36.57054693284248,-118.90504570383082,wood,66946.9271558424,1982,669.47,0.01,residential
PROP_000286,0.004544943991473277,35.87318091566436,-118.88821706496046,wood,111611.58748387876,2000,1116.12,0.01,residential
PROP_000287,0.004991311293746108,34.221643539674176,-120.40382245731416,wood,200982.62961586053,2009,2009.83,0.01,residential
PROP_000288,0.004594675740472517,35.68126362306807,-120.57806511312624,wood,169731.5650076731,1999,1697.32,0.01,residential
PROP_000289,0.014948120215467667,36.356888269229366,-120.23706979948128,wood,128831.81220916304,2013,1288.32,0.01,residential
PROP_000290,0.003106090137988363,34.45752356306672,-119.90978415480022,wood,149822.92646943676,1950,1498.23,0.01,residential
PROP_000291,0.002057199680121909,37.75056349204852,-120.20690984794072,masonry,133041.72734505808,1947,1330.42,0.01,residential
PROP_000292,0.003340854966463893,34.23382839909297,-119.65549045251323,wood,183882.088844866,1938,1838.82,0.01,residential
PROP_000293,0.005114912680885709,38.16178841058128,-119.94768273453668,masonry,528180.6151776884,1928,5281.81,0.01,residential
PROP_000294,0.006747920523333773,34.44600913710944,-120.6019964692566,wood,20882.635332088004,1990,208.83,0.01,residential
PROP_000295,0.0025408003665559546,37.79608728218989,-120.53195374386463,masonry,134661.53867340338,1986,1346.62,0.01,residential
PROP_000296,0.004920740576740639,38.06193914767428,-120.43994019483276,masonry,187439.224734071,1996,1874.39,0.01,residential
PROP_000297,0.0019117741553378602,38.408068062639664,-121.23500864890173,rc,206239.870806492,1920,2062.4,0.01,residential
PROP_000298,0.007570408269722116,37.60911646123117,-121.03502462924088,masonry,120869.693968361,1959,1208.7,0.01,residential
PROP_000299,0.005255056413012052,37.50764893347098,-119.47528135399293,masonry,39919.59455824091,1926,399.2,0.01,residential
PROP_000300,0.004101595767521119,36.89117474197997,-120.41052920773818,wood,211588.02547269373,2008,2115.88,0.01,residential
PROP_000301,0.006378668146180224,37.50548359560158,-120.8992908768316,masonry,648151.7767780779,1932,6481.52,0.01,residential
PROP_000302,0.003094225558943536,34.60548493785916,-119.9245172503904,wood,47710.69550031083,1917,477.11,0.01,residential
PROP_000303,0.010143951739872922,36.41230616176437,-119.3844892810744,wood,324831.6772387674,1968,3248.32,0.01,residential
PROP_000304,0.004683213611425434,36.31400291585687,-120.77921738543296,wood,125138.92779873263,2006,1251.39,0.01,residential
PROP_000305,0.004212118493799115,37.85907464855151,-119.18498833061352,masonry,154962.8242114125,2010,1549.63,0.01,residential
PROP_000306,0.0035962221823620504,36.08259714517082,-118.90298639304986,wood,70100.21860117336,1911,701.0,0.01,residential
PROP_000307,0.003616541804546159,35.73290273245159,-119.82729531859324,wood,124546.58008143352,1939,1245.47,0.01,residential
PROP_000308,0.006019342772345985,36.878034720566994,-119.62694655482358,wood,460485.0529106929,1918,4604.85,0.01,residential
PROP_000309,0.0048265988921181524,35.199084928753805,-121.35278722709543,wood,259399.38852376325,1937,2593.99,0.01,residential
PROP_000310,0.00933572631885539,34.6289578492928,-118.85254430513866,wood,650729.4766259869,1964,6507.29,0.01,residential
PROP_000311,0.010256589331179525,36.15044773310686,-120.40104274405816,wood,417453.9472421869,1933,4174.54,0.01,residential
PROP_000312,0.004730872448633321,35.87600215867698,-118.9130788784728,wood,231253.39657152284,1908,2312.53,0.01,residential
PROP_000313,0.0071111689140348705,35.046564732379935,-119.87886293069931,wood,656808.3964626243,1961,6568.08,0.01,residential
PROP_000314,0.002820363673249785,35.65380314551808,-121.48706736323868,wood,231236.0957292173,1906,2312.36,0.01,residential
PROP_000315,0.002850483063591845,35.64876602421811,-121.39208240189438,wood,315650.39697490755,1927,3156.5,0.01,residential
PROP_000316,0.006158621598372343,35.473730039856456,-119.59482734412424,wood,128379.14528814895,1900,1283.79,0.01,residential
PROP_000317,0.004357400461699173,35.70758835877118,-119.9245295612706,wood,171654.09455386703,1910,1716.54,0.01,residential
PROP_000318,0.002694505080018537,37.08584505455176,-121.425709175823,wood,93158.80917700846,1952,931.59,0.01,residential
PROP_000319,0.0033640232195709142,35.335944135570784,-119.41831210857733,wood,359211.6857799212,2002,3592.12,0.01,residential
PROP_000320,0.0041442461008942754,38.26986067021903,-119.1139930562063,masonry,63408.74733603105,1993,634.09,0.01,residential
PROP_000321,0.0032671083413963074,38.1235660879218,-120.11003104916992,masonry,304333.76032094844,1911,3043.34,0.01,residential
PROP_000322,0.015319435623027584,36.16409692735036,-120.19587916699967,wood,139731.6608296644,1904,1397.32,0.01,residential
PROP_000323,0.0033732701475385936,35.4776254225211,-121.48467529526305,wood,415400.2011989171,1940,4154.0,0.01,residential
PROP_000324,0.009757879084485747,36.40945655423501,-119.29738080501792,wood,296764.8018179036,1978,2967.65,0.01,residential
PROP_000325,0.0026196216524140927,37.81852219948131,-120.5739950131109,masonry,698378.7987205717,1990,6983.79,0.01,residential
PROP_000326,0.014577308897894143,36.93664303252046,-119.0394618646089,wood,292032.3179131708,1999,2920.32,0.01,residential
PROP_000327,0.0025718892167855235,37.61976322576185,-120.45543035483745,masonry,46275.49320323068,1941,462.75,0.01,residential
PROP_000328,0.006121013360254448,36.39725024229583,-119.91778185023402,wood,154266.5858383424,1920,1542.67,0.01,residential
PROP_000329,0.0036459395509468666,36.84812933170429,-120.74304299304188,wood,63728.95213547017,1903,637.29,0.01,residential
PROP_000330,0.004083531139319307,35.29670026382108,-121.05035272476223,wood,107513.97586079928,1917,1075.14,0.01,residential
PROP_000331,0.009217660406324898,37.30701923039631,-119.33025787053228,wood,545240.7649376871,1907,5452.41,0.01,residential
PROP_000332,0.004253599647086808,34.910820669065735,-120.10954665923042,wood,271041.4523100235,2004,2710.41,0.01,residential
PROP_000333,0.005399087674085786,37.12659157968324,-119.9978338134937,wood,93046.5939732868,1932,930.47,0.01,residential
PROP_000334,0.0022729045485534805,37.87323580746652,-118.79683533025114,masonry,72332.30353050504,1999,723.32,0.01,residential
PROP_000335,0.007917460675578615,34.594462767856946,-118.80197624577798,wood,167079.608313127,1966,1670.8,0.01,residential
PROP_000336,0.011461324559170137,36.76470883243864,-119.10420205923327,wood,61497.50479269981,1965,614.98,0.01,residential
PROP_000337,0.01402099759304319,34.4279308670347,-120.97469398025792,wood,95138.38340403208,1955,951.38,0.01,residential
PROP_000338,0.003911593452657246,37.26572032722142,-119.83603645595558,wood,208899.29594475156,1999,2088.99,0.01,residential
PROP_000339,0.00782131327134187,34.38021948470584,-119.0411872109645,wood,410138.2712945485,1905,4101.38,0.01,residential
PROP_000340,0.002534952240864979,38.21172920215282,-120.45150097794296,masonry,264873.90930234164,1911,2648.74,0.01,residential
PROP_000341,0.016562016901265835,34.61833568517011,-121.21690273538036,wood,26029.047192748418,1951,260.29,0.01,residential
PROP_000342,0.004436132795980626,38.314961106590864,-119.22930387372824,rc,207625.9418532116,1947,2076.26,0.01,residential
PROP_000343,0.0029026410952717133,37.60397879238293,-120.15106205618592,masonry,172409.34801836376,1966,1724.09,0.01,residential
PROP_000344,0.003915435947318716,36.6715690200986,-119.9197004949943,wood,226638.66142136996,1989,2266.39,0.01,residential
PROP_000345,0.0031303461764755755,37.52180847083296,-118.74999597031004,masonry,593010.7140300605,1971,5930.11,0.01,residential
PROP_000346,0.002535218131142773,37.57801677542388,-119.7998079946166,masonry,31238.58719053241,1931,312.39,0.01,residential
PROP_000347,0.0031651985267319833,38.257121782677984,-120.31005772013492,masonry,101429.29764807133,1939,1014.29,0.01,residential
PROP_000348,0.0036306178109406003,35.140225092276346,-120.46404377002784,wood,261117.3124301741,1991,2611.17,0.01,residential
PROP_000349,0.005810002386902184,36.65534152911239,-120.33066598056868,wood,45923.14330601837,1924,459.23,0.01,residential
PROP_000350,0.024658332392976642,34.4277213890398,-121.16848256709972,wood,530067.2893158833,1961,5300.67,0.01,residential
PROP_000351,0.011229019970019757,36.77274565010855,-119.2746984364308,wood,218531.46553185076,1965,2185.31,0.01,residential
PROP_000352,0.012746201127544588,34.77081086841755,-119.15439279707628,wood,320381.31946187577,1990,3203.81,0.01,residential
PROP_000353,0.004157399382434455,36.54227775162599,-120.70368802319446,wood,103078.39258468944,1986,1030.78,0.01,residential
PROP_000354,0.005033506957845809,36.57593731315232,-120.64936946845216,wood,312078.78532222577,1956,3120.79,0.01,residential
PROP_000355,0.004939231933364385,36.09693318841552,-119.05186408226253,wood,382612.2085027838,1937,3826.12,0.01,residential
PROP_000356,0.001651150063265259,36.35184298980905,-121.43288300452171,wood,196084.7840001093,1944,1960.85,0.01,residential
PROP_000357,0.004491840543373128,37.43765525502965,-120.04271915745176,masonry,196323.81928848592,1949,1963.24,0.01,residential
PROP_000358,0.0029543957030807168,37.5966012243043,-120.2017079988918,masonry,202050.83263335112,1926,2020.51,0.01,residential
PROP_000359,0.0067042242637637235,36.21468947008943,-119.56764504518031,wood,81578.72534994602,1975,815.79,0.01,residential
PROP_000360,0.003884661332877843,36.69817048685176,-121.04250323958152,wood,144636.2220788228,1925,1446.36,0.01,residential
PROP_000361,0.005020559199525319,38.190563060605456,-119.62867392577355,masonry,144059.54125531134,1978,1440.6,0.01,residential
PROP_000362,0.005323069035134891,34.538801148255054,-120.44514477795036,wood,221176.2317560253,1990,2211.76,0.01,residential
PROP_000363,0.0036860185190199994,34.5269660465505,-119.767598621125,wood,362166.524522697,2016,3621.67,0.01,residential
PROP_000364,0.03203980280260719,34.39469055359846,-121.38773397235624,wood,69784.77448835928,1914,697.85,0.01,residential
PROP_000365,0.003768335540547645,36.960384782682375,-120.20716384788338,wood,147265.56135264423,1991,1472.66,0.01,residential
PROP_000366,0.006513791312623295,35.88373735355671,-120.03769749684936,wood,532407.4923177814,1910,5324.07,0.01,residential
PROP_000367,0.006326541772439958,37.484446372638295,-120.89988607200604,masonry,89781.06880260906,1940,897.81,0.01,residential
PROP_000368,0.0028223449118574355,37.02054135988867,-121.10905376829848,wood,84305.297762048,1921,843.05,0.01,residential
PROP_000369,0.00319177459248653,35.501369912477074,-120.97227195156556,wood,191347.2182908548,1919,1913.47,0.01,residential
PROP_000370,0.003282661867956208,38.042649463126914,-120.53640498142262,masonry,319818.2524682601,1921,3198.18,0.01,residential
PROP_000371,0.007061188557423798,37.43139466181793,-121.22893158194609,masonry,164249.32790707445,1905,1642.49,0.01,residential
PROP_000372,0.004197435638877033,35.21740723409579,-118.84750457195712,wood,471261.524373628,1999,4712.62,0.01,residential
PROP_000373,0.006249912426049346,35.63886407997424,-120.36601662781172,wood,323008.9097059234,1907,3230.09,0.01,residential
PROP_000374,0.0044588837965318364,35.414979910919186,-119.2348851129811,wood,319162.62672628,1948,3191.63,0.01,residential
PROP_000375,0.007131837382273181,34.7092524188125,-118.77163205529524,wood,253544.1379502116,1984,2535.44,0.01,residential
PROP_000376,0.014826692960911993,34.66502517643986,-121.27394121599234,wood,1047715.3352298804,2019,10477.15,0.01,residential
PROP_000377,0.00558117203984538,38.212573585190846,-119.67532548978204,masonry,138118.96374522222,2003,1381.19,0.01,residential
PROP_000378,0.004915993054796487,35.97056816739439,-119.0600545571246,wood,32767.163048716,1916,327.67,0.01,residential
PROP_000379,0.004413206877692798,35.72493920249835,-119.72414358489316,wood,587366.0442492244,2019,5873.66,0.01,residential
PROP_000380,0.006830533563178337,37.2835856890482,-120.29872686019924,wood,112852.89723398272,1979,1128.53,0.01,residential
PROP_000381,0.0075552251868042705,36.48846879363805,-120.29298619861378,wood,177425.1937626204,1921,1774.25,0.01,residential
PROP_000382,0.004986269740997702,38.21262994077308,-121.3994831191794,masonry,464000.332539653,1954,4640.0,0.01,residential
PROP_000383,0.0034675901585477465,37.51135672259227,-120.00311789639004,masonry,45170.17790258548,2011,451.7,0.01,residential
PROP_000384,0.002626436949481447,36.157163038560434,-118.71807960899685,wood,59795.29325406593,1947,597.95,0.01,residential
PROP_000385,0.004371096943983139,35.69361763066372,-118.8156189272786,wood,45205.66321345262,1922,452.06,0.01,residential
PROP_000386,0.0020635009281995144,38.43984195215945,-121.38688215924196,rc,86222.89011512086,2005,862.23,0.01,residential
PROP_000387,0.0065805246565908675,37.2299210620164,-119.52376838983744,wood,231355.15695966448,2015,2313.55,0.01,residential
PROP_000388,0.0015483483692592648,38.28037597001729,-120.6550583732486,rc,247545.64649046503,2018,2475.46,0.01,residential
PROP_000389,0.01195720186090335,34.533153597476684,-118.97163037046282,wood,203011.79168655965,2015,2030.12,0.01,residential
PROP_000390,0.003596383497274626,37.82740155635853,-121.37367871201404,masonry,52564.02833844685,2005,525.64,0.01,residential
PROP_000391,0.008865726531049367,36.86683247796044,-118.87955251436898,wood,25640.21382975552,1954,256.4,0.01,residential
PROP_000392,0.01588561776944356,34.54864755250801,-119.15506791739423,wood,169987.95631422318,1923,1699.88,0.01,residential
PROP_000393,0.004172016092137969,36.64716099986149,-121.17098772969273,wood,111589.15793494768,1974,1115.89,0.01,residential
PROP_000394,0.002892656699617897,37.08743364297452,-121.33249185551156,wood,235039.44200761343,1926,2350.39,0.01,residential
PROP_000395,0.0045902318010390495,34.05536208649871,-119.16281853988458,wood,285376.00370699645,1957,2853.76,0.01,residential
PROP_000396,0.0024150007814081435,36.04443082828786,-121.06387852127118,wood,181787.3989554421,1979,1817.87,0.01,residential
PROP_000397,0.0021428814929049223,37.71429780038345,-120.00228517166757,masonry,298972.3784383458,2014,2989.72,0.01,residential
PROP_000398,0.0032132824845338597,35.329115614048405,-118.9359143979396,wood,195510.4479720911,1934,1955.1,0.01,residential
PROP_000399,0.005521979536684248,36.06346636809348,-119.9111452820619,wood,248712.22009753576,1930,2487.12,0.01,residential
PROP_000400,0.006816443439560449,35.99041357180552,-120.3877467558761,wood,92620.09351562258,1988,926.2,0.01,residential
PROP_000401,0.004639299933702874,35.35867326149121,-120.25395504640882,wood,140971.19658238397,1900,1409.71,0.01,residential
PROP_000402,0.004010012889112338,38.13298852982,-121.32327192202916,masonry,190502.5534365689,1968,1905.03,0.01,residential
PROP_000403,0.003232624632766808,37.51582315944182,-118.78749350018752,masonry,313772.2804627647,1990,3137.72,0.01,residential
PROP_000404,0.006963008117455163,34.4976478494825,-120.63016828177297,wood,118777.47484130696,1966,1187.77,0.01,residential
PROP_000405,0.0013081048104353823,38.48665596026908,-120.96978222331602,rc,246948.18211313945,1946,2469.48,0.01,residential
PROP_000406,0.0024921867730189496,37.95640010938485,-120.69906755484688,masonry,131574.56004626586,2000,1315.75,0.01,residential
PROP_000407,0.003896002136196962,35.277587970388176,-118.79975505430386,wood,148147.88341618612,1944,1481.48,0.01,residential
PROP_000408,0.004754700856832159,37.76603460847422,-121.2359990502336,masonry,316037.2083622992,1985,3160.37,0.01,residential
PROP_000409,0.011650084647190638,34.47888789342122,-119.07155148659668,wood,33042.55989040212,1956,330.43,0.01,residential
PROP_000410,0.0032280509823658706,38.49597128713408,-119.51803709567596,rc,57689.01987191328,1903,576.89,0.01,residential
PROP_000411,0.016394529822721347,36.995581312479416,-119.17594629835472,wood,49724.43206038294,1964,497.24,0.01,residential
PROP_000412,0.006852234720996775,36.92556257001458,-118.76748688696988,wood,25162.425372496557,1905,251.62,0.01,residential
PROP_000413,0.008770310162952624,34.4069832714286,-119.14196696455276,wood,94597.70057022155,2012,945.98,0.01,residential
PROP_000414,0.0028177620947743105,38.03665029503481,-118.85852941642202,masonry,296424.2901981213,1972,2964.24,0.01,residential
PROP_000415,0.013239553615110694,34.13049776442011,-121.14458128098542,wood,129585.0559072373,1945,1295.85,0.01,residential
PROP_000416,0.004404462247737322,35.08372626118516,-119.27179201753248,wood,190657.1495601053,1958,1906.57,0.01,residential
PROP_000417,0.003196224117942506,34.64359843824986,-119.97210805657306,wood,389015.3170863231,1974,3890.15,0.01,residential
PROP_000418,0.0035180520771272367,37.49545573311498,-119.9782123337764,masonry,470781.2867526418,1931,4707.81,0.01,residential
PROP_000419,0.007411928913864741,34.89191902245804,-118.98301958630256,wood,153997.19273237872,1934,1539.97,0.01,residential
PROP_000420,0.002444852681174609,38.097872022088985,-118.7789493077892,masonry,480637.5408298348,1950,4806.38,0.01,residential
PROP_000421,0.007597424066586353,36.9532106769737,-119.5264526954791,wood,175203.1307228246,1931,1752.03,0.01,residential
PROP_000422,0.0037363505603318207,34.162732197226134,-120.147772509479,wood,83289.8041028704,1991,832.9,0.01,residential
PROP_000423,0.003802811053528795,34.02443425357915,-120.22206919787484,wood,101162.12614830425,1912,1011.62,0.01,residential
PROP_000424,0.005096723826366179,34.232460626564794,-120.4182439197751,wood,49790.06723206786,2000,497.9,0.01,residential
PROP_000425,0.00568899718362184,36.72666329941477,-120.48752271719654,wood,79976.88360900534,1942,799.77,0.01,residential
PROP_000426,0.0025756912150524595,37.60666814886737,-120.4037808432836,masonry,122221.05978540397,1967,1222.21,0.01,residential
PROP_000427,0.005839088986094292,35.07348769282325,-121.24869094129666,wood,309547.86614161066,1919,3095.48,0.01,residential
PROP_000428,0.003973824687156016,37.82233979315383,-121.28317896127078,masonry,644748.672583101,1946,6447.49,0.01,residential
PROP_000429,0.0050046810384223005,34.25754373068967,-119.31636443715752,wood,53866.00148732412,1991,538.66,0.01,residential
PROP_000430,0.0028574220676602,37.60433734138754,-120.25099589982337,masonry,222851.73739734877,1932,2228.52,0.01,residential
PROP_000431,0.0029719749273857394,38.17507943577526,-118.89408343207506,masonry,70796.50037114082,1916,707.97,0.01,residential
PROP_000432,0.0028793231208733036,37.47448779596972,-119.78578117593692,masonry,237936.1574761134,1963,2379.36,0.01,residential
PROP_000433,0.0030412605905443,37.14154352790387,-121.40150724988362,wood,146551.27987228363,1919,1465.51,0.01,residential
PROP_000434,0.004924958236790678,37.77091098394922,-121.05893464431104,masonry,37619.40698056086,1938,376.19,0.01,residential
PROP_000435,0.010391657349320082,34.1806808479618,-120.92370457956358,wood,342024.48028194025,1954,3420.24,0.01,residential
PROP_000436,0.005284419336871889,34.90801949823575,-118.76793913170896,wood,100307.86942573666,1968,1003.08,0.01,residential
PROP_000437,0.010435774137425274,34.562156556875394,-120.88762816677544,wood,106178.80687940324,1977,1061.79,0.01,residential
PROP_000438,0.011340380517457324,36.27038945586844,-120.05588410639346,wood,69161.39228580192,1981,691.61,0.01,residential
PROP_000439,0.004527102856702757,37.3533465774798,-118.87870459140746,wood,96430.0716615497,2002,964.3,0.01,residential
PROP_000440,0.006567728132889402,36.83505330059379,-118.7638603562398,wood,229191.3109023608,1907,2291.91,0.01,residential
PROP_000441,0.003564666863110859,37.83008994892871,-120.83819078092608,masonry,139888.99961946707,1943,1398.89,0.01,residential
PROP_000442,0.013395694700987268,34.698458465984906,-121.3624705974999,wood,211700.8774354493,1900,2117.01,0.01,residential
PROP_000443,0.005482196020127273,37.30579491370823,-121.06991486889429,wood,217409.3982907505,1901,2174.09,0.01,residential
PROP_000444,0.00868242522321011,34.86868670891007,-121.32268025963285,wood,468143.1126538452,1925,4681.43,0.01,residential
PROP_000445,0.004366966014262874,35.2184143809301,-120.95365212494146,wood,123719.36315411316,1972,1237.19,0.01,residential
PROP_000446,0.004711271411489268,37.19457113776587,-119.90800479882954,wood,49936.81306521304,2008,499.37,0.01,residential
PROP_000447,0.004067156856859565,38.41092153204407,-118.9451433703722,rc,382230.05068907153,1993,3822.3,0.01,residential
PROP_000448,0.003289925368232006,36.75194622689681,-119.99578712565584,wood,124842.65486786416,1978,1248.43,0.01,residential
PROP_000449,0.003047464167788477,34.24525141746083,-119.74722924124258,wood,396993.01127056655,1994,3969.93,0.01,residential
PROP_000450,0.00363197634876986,36.7733903646739,-120.93477169549328,wood,221173.26780717724,1920,2211.73,0.01,residential
PROP_000451,0.005524384678887649,34.190577482110754,-119.25836586211322,wood,146545.31482717738,2001,1465.45,0.01,residential
PROP_000452,0.003555912272094346,37.97865570115068,-119.77019105618436,masonry,215134.9350726102,2007,2151.35,0.01,residential
PROP_000453,0.007789073576253568,37.19310228295279,-119.08041687826038,wood,775148.6125653195,1911,7751.49,0.01,residential
PROP_000454,0.007775379314142781,34.77907530890126,-118.8432393003838,wood,857335.3459869655,1956,8573.35,0.01,residential
PROP_000455,0.006054055995519728,34.41274452620889,-120.52587782788154,wood,172043.89179673727,2000,1720.44,0.01,residential
PROP_000456,0.009483646672665734,34.82589952996143,-121.24637863610076,wood,185007.6537180601,1957,1850.08,0.01,residential
PROP_000457,0.0014128747199894805,38.410122307993866,-120.867398917833,rc,384997.50239882857,2001,3849.98,0.01,residential
PROP_000458,0.00905905981935183,36.0635228910632,-120.27404361610766,wood,82741.05359889753,2013,827.41,0.01,residential
PROP_000459,0.003289544892251339,37.52836426753633,-118.85205777489148,masonry,212448.80020298532,1957,2124.49,0.01,residential
PROP_000460,0.0038518701132081354,36.863837539485,-120.44073249735445,wood,159421.9471127708,1907,1594.22,0.01,residential
PROP_000461,0.01909683162416374,36.57585917481387,-119.34183500173695,wood,209216.85341099396,1941,2092.17,0.01,residential
PROP_000462,0.0032290011714032328,34.653086145992724,-119.98666526192189,wood,83558.72484819667,1926,835.59,0.01,residential
PROP_000463,0.0017775627251255877,38.25711004101143,-120.98813544279326,masonry,45631.15588785377,1957,456.31,0.01,residential
PROP_000464,0.0035898245239853934,35.35604184631623,-120.60194446693032,wood,30995.99405878419,1970,309.96,0.01,residential
PROP_000465,0.007086864148624649,36.60107747113394,-119.67106272193612,wood,66575.55250330307,1956,665.76,0.01,residential
PROP_000466,0.005267535802415449,37.1489917506508,-119.6160104948823,wood,112764.82925568787,1923,1127.65,0.01,residential
PROP_000467,0.003854912441741409,36.92154919860389,-120.28267270893468,wood,128726.6870508668,1936,1287.27,0.01,residential
PROP_000468,0.0017884932412979566,38.23267484362983,-120.85979231254608,masonry,766649.445772875,1982,7666.49,0.01,residential
PROP_000469,0.00681111443355788,34.66797545464026,-119.4786610173645,wood,394271.3654202961,1903,3942.71,0.01,residential
PROP_000470,0.0026880165832947707,36.28758732301124,-121.0271554834844,wood,75382.24938071867,1925,753.82,0.01,residential
